OSEBuildingID,BuildingType,NumberofBuildings,NumberofFloors,Latitude,Longitude,LargestPropertyUseType,PropertyGFATotal_avg,PropertyGFAParking_avg,PropertyGFABuilding(s)_avg,LargestPropertyUseTypeGFA_avg,SiteEnergyUse(kBtu)_avg,TotalGHGEmissions_avg,PropertyGFABuilding(s)_%,PropertyGFAParking_%,Dureedevie
575,NonResidential,1.0,5.0,47.70744,-122.33171,Office,86400.0,0.0,86400.0,78200.0,8742196.0,276.44,1.0,0.0,42
576,NonResidential,1.0,2.0,47.7094,-122.31843,Commerce,98539.0,0.0,98539.0,98539.0,5580997.25,47.1,1.0,0.0,47
577,NonResidential,1.0,6.0,47.70732,-122.33279,Office,86483.0,0.0,86483.0,86483.0,6578785.75,45.865,1.0,0.0,35
578,NonResidential,1.0,1.0,47.53926,-122.34143,Distribution Center,51600.0,0.0,51600.0,34400.0,1068442.0625,21.835,1.0,0.0,40
579,NonResidential,1.0,1.0,47.53689,-122.33847,Non-Refrigerated Warehouse,140520.0,0.0,140520.0,140520.0,1981944.0,50.06999999999999,1.0,0.0,48
580,NonResidential,1.0,5.0,47.63116,-122.34193,Office,154029.0,62380.0,91649.0,91645.0,3261389.25,53.36,0.6,0.4,30
581,NonResidential,1.0,3.0,47.70887,-122.33494,Parking,161789.0,91935.0,69854.0,91935.0,6992066.75,49.11,0.43,0.57,11
582,NonResidential,1.0,3.0,47.7126,-122.33782,Santé,63909.0,0.0,63909.0,60670.0,4581662.75,31.939999999999998,1.0,0.0,11
583,NonResidential,1.0,2.0,47.69814,-122.34295,Non-Refrigerated Warehouse,53472.0,0.0,53472.0,46846.0,1011549.8125,34.93,1.0,0.0,68
584,NonResidential,1.0,1.0,47.52696,-122.32913,Non-Refrigerated Warehouse,50417.0,0.0,50417.0,50417.0,1454125.5,49.66,1.0,0.0,36
585,NonResidential,1.0,3.0,47.70449,-122.33272,Santé,133298.0,0.0,133298.0,133298.0,15263596.5,294.20000000000005,1.0,0.0,55
586,NonResidential,1.0,2.0,47.70759,-122.3255,Commerce,168619.0,0.0,168619.0,173106.0,6516195.75,89.88,1.0,0.0,51
588,NonResidential,1.0,5.0,47.63451,-122.32505,Parking,251827.0,113318.0,138509.0,113318.0,45075478.0,1098.22,0.55,0.45,14
589,NonResidential,1.0,4.0,47.6244,-122.33157,Office,168331.0,71385.0,96946.0,103970.0,6738926.75,46.980000000000004,0.58,0.42,16
590,NonResidential,1.0,2.0,47.56089,-122.33474,Non-Refrigerated Warehouse,104786.0,0.0,104786.0,104786.0,994564.9375,20.9,1.0,0.0,47
592,NonResidential,1.0,1.0,47.55787,-122.335,Other,53040.0,20800.0,32240.0,51427.0,1797687.25,50.785,0.61,0.39,16
594,NonResidential,1.0,1.0,47.55741,-122.33163,Other,110689.0,0.0,110689.0,110689.0,2283727.125,100.265,1.0,0.0,43
595,NonResidential,1.0,1.0,47.5563,-122.33186,Office,53620.0,0.0,53620.0,53620.0,2028861.125,21.86,1.0,0.0,68
596,NonResidential,1.0,1.0,47.55623,-122.33316,Office,50008.0,0.0,50008.0,50008.0,3287897.5,65.81,1.0,0.0,78
597,NonResidential,1.0,4.0,47.6252,-122.36737,Office,291176.0,100176.0,191000.0,194674.0,6370327.75,46.075,0.66,0.34,7
598,NonResidential,1.0,1.0,47.56549,-122.33221,Non-Refrigerated Warehouse,50832.0,0.0,50832.0,43920.0,2608828.125,106.24,1.0,0.0,59
599,NonResidential,1.0,1.0,47.56158,-122.32754,Refrigerated Warehouse,76354.0,0.0,76354.0,69821.5,2932654.25,21.105,1.0,0.0,45
600,NonResidential,1.0,1.0,47.56558,-122.32889,Non-Refrigerated Warehouse,98480.0,0.0,98480.0,98480.0,2811900.75,40.325,1.0,0.0,60
601,NonResidential,1.0,2.0,47.66113,-122.33572,Commerce,53002.0,0.0,53002.0,31602.0,3285727.125,56.84,1.0,0.0,112
602,NonResidential,1.0,3.0,47.63465,-122.32592,Office,175918.0,51218.0,124700.0,66737.0,21296945.0,603.25,0.71,0.29,8
603,NonResidential,1.0,3.0,47.63108,-122.32746,Other,169785.0,63782.0,106003.0,106003.0,20171477.0,445.89,0.62,0.38,96
604,NonResidential,1.0,11.0,47.63,-122.3396,Office,124721.0,0.0,124721.0,107594.0,13924876.0,362.915,1.0,0.0,45
605,NonResidential,1.0,7.0,47.63376,-122.33968,Office,94002.0,0.0,94002.0,93905.0,6247612.5,43.555,1.0,0.0,46
606,NonResidential,1.0,1.0,47.55515,-122.3275,Non-Refrigerated Warehouse,93020.0,0.0,93020.0,93020.0,1239379.4375,8.64,1.0,0.0,42
607,NonResidential,1.0,1.0,47.52095,-122.26825,Commerce,61053.0,0.0,61053.0,54434.0,13287074.5,314.105,1.0,0.0,14
608,NonResidential,5.0,7.0,47.59878,-122.33458,Office,154159.0,0.0,154159.0,193154.0,6593180.5,29.155,1.0,0.0,103
609,NonResidential,1.0,5.0,47.59895,-122.33379,Office,78920.0,0.0,78920.0,72082.0,2411682.375,16.765,1.0,0.0,112
610,NonResidential,1.0,7.0,47.59855,-122.33327,Office,99440.0,0.0,99440.0,65088.0,6735196.75,132.655,1.0,0.0,110
611,NonResidential,1.0,6.0,47.59856,-122.33379,Office,73260.0,0.0,73260.0,63871.0,2797650.25,19.505000000000003,1.0,0.0,109
612,NonResidential,1.0,4.0,47.59979,-122.3338,Office,72412.0,0.0,72412.0,34647.0,2090916.75,70.735,1.0,0.0,116
613,NonResidential,1.0,4.0,47.60035,-122.33379,Office,84750.0,0.0,84750.0,41609.0,2243595.3125,28.965,1.0,0.0,116
614,NonResidential,1.0,6.0,47.60146,-122.33248,Office,75496.0,13320.0,62176.0,45799.0,3458864.375,24.115000000000002,0.82,0.18,116
615,NonResidential,1.0,4.0,47.59962,-122.33247,Office,164380.0,0.0,164380.0,123607.0,7487648.5,124.755,1.0,0.0,116
616,NonResidential,1.0,7.0,47.59858,-122.33198,Office,160580.0,0.0,160580.0,160580.0,4547721.75,112.125,1.0,0.0,109
618,NonResidential,1.0,6.0,47.60159,-122.32915,Office,73470.0,0.0,73470.0,47145.0,3219576.5,22.445,1.0,0.0,107
619,Nonresidential COS,1.0,3.0,47.59871,-122.3299,Other,67755.0,0.0,67755.0,33647.0,1863655.0,12.995000000000001,1.0,0.0,110
620,NonResidential,1.0,3.0,47.59334,-122.32905,Office,56700.0,0.0,56700.0,26250.0,2343205.0,30.575,1.0,0.0,106
621,NonResidential,1.0,1.0,47.59366,-122.32666,Non-Refrigerated Warehouse,82852.0,0.0,82852.0,58472.0,2127489.75,67.86500000000001,1.0,0.0,94
622,NonResidential,1.0,2.0,47.57941,-122.33131,Other,76442.0,0.0,76442.0,50500.0,3672402.5,116.28,1.0,0.0,63
623,NonResidential,1.0,2.0,47.57658,-122.33054,Distribution Center,92792.0,0.0,92792.0,85343.0,3079243.5,71.06,1.0,0.0,54
624,NonResidential,2.0,2.0,47.58444,-122.33282,Manufacturing/Industrial Plant,125519.0,0.0,125519.0,142901.0,3622090.0,79.08500000000001,1.0,0.0,75
625,NonResidential,1.0,4.0,47.58361,-122.33369,Office,129000.0,25800.0,103200.0,104869.0,4179215.0,29.134999999999998,0.8,0.2,116
626,NonResidential,1.0,1.0,47.58781,-122.33264,Non-Refrigerated Warehouse,78814.0,0.0,78814.0,78814.0,741227.9375,15.49,1.0,0.0,62
627,NonResidential,1.0,4.0,47.59486,-122.33368,Office,58970.0,0.0,58970.0,39870.0,1750026.875,41.2,1.0,0.0,112
628,NonResidential,1.0,6.0,47.59403,-122.33367,Distribution Center,75600.0,10800.0,64800.0,51040.0,2395975.875,16.7,0.86,0.14,106
629,NonResidential,1.0,4.0,47.59363,-122.33371,Distribution Center,56270.0,0.0,56270.0,39884.0,1048687.5625,7.3100000000000005,1.0,0.0,109
630,NonResidential,1.0,4.0,47.59701,-122.33378,Office,66842.0,0.0,66842.0,43122.0,5113480.25,106.775,1.0,0.0,112
632,NonResidential,1.0,6.0,47.59639,-122.33368,Office,75288.0,10800.0,64488.0,65362.5,2944053.5,20.545,0.86,0.14,107
633,NonResidential,1.0,7.0,47.59806,-122.33475,Office,184322.0,0.0,184322.0,184119.0,10020371.0,69.855,1.0,0.0,112
634,NonResidential,1.0,7.0,47.59767,-122.33467,Office,287853.0,0.0,287853.0,273812.0,27000082.0,192.315,1.0,0.0,7
635,NonResidential,1.0,2.0,47.59202,-122.33486,Office,64512.0,0.0,64512.0,63000.0,6061971.25,181.67000000000002,1.0,0.0,102
637,NonResidential,1.0,6.0,47.58924,-122.33566,Parking,286000.0,111774.0,174226.0,111774.0,64530286.0,451.11,0.61,0.39,7
638,NonResidential,1.0,7.0,47.58365,-122.33467,Non-Refrigerated Warehouse,144050.0,0.0,144050.0,144050.0,4129207.5,97.30000000000001,1.0,0.0,90
639,NonResidential,1.0,3.0,47.58252,-122.33465,Office,60592.0,0.0,60592.0,60384.0,5021704.25,50.405,1.0,0.0,86
640,NonResidential,1.0,6.0,47.58181,-122.33534,Office,1380959.0,0.0,1380959.0,1000730.0,76201532.0,881.9100000000001,1.0,0.0,104
641,NonResidential,1.0,1.0,47.57842,-122.33558,Commerce,107930.0,0.0,107930.0,107704.0,7118587.25,96.55000000000001,1.0,0.0,23
642,NonResidential,1.0,1.0,47.57096,-122.3355,Non-Refrigerated Warehouse,99084.0,0.0,99084.0,99084.0,1797515.1875,47.425,1.0,0.0,90
647,NonResidential,1.0,1.0,47.56676,-122.35247,Distribution Center,72719.0,0.0,72719.0,72719.0,2507974.875,40.68,1.0,0.0,63
649,NonResidential,1.0,4.0,47.59534849,-122.327269,Office,76624.0,0.0,76624.0,76624.0,2717021.75,31.095,1.0,0.0,86
650,NonResidential,1.0,6.0,47.66158,-122.31625,Office,91706.0,36583.0,55123.0,53281.0,8112417.5,56.555,0.6,0.4,15
651,NonResidential,1.0,5.0,47.62395,-122.33392,Santé,112640.5,38594.5,74046.0,89131.0,16251355.5,383.14,0.66,0.34,8
652,NonResidential,1.0,5.0,47.56787,-122.36419,Office,138106.0,16221.0,121885.0,117667.0,8071880.75,56.269999999999996,0.88,0.12,25
654,NonResidential,1.0,1.0,47.56664,-122.32346,Commerce,56572.0,0.0,56572.0,56576.0,2297170.5,64.135,1.0,0.0,43
656,NonResidential,1.0,0.0,47.60979,-122.32298,Santé,225982.0,0.0,225982.0,200184.0,19559392.0,648.2850000000001,1.0,0.0,12
657,NonResidential,1.0,0.0,47.61783,-122.33729,Parking,516407.0,0.0,516407.0,385196.0,44192186.0,978.705,1.0,0.0,10
658,NonResidential,1.0,11.0,47.59794,-122.32767,Office,312512.0,0.0,312512.0,303312.0,26030065.0,188.81,1.0,0.0,16
659,NonResidential,1.0,42.0,47.6074,-122.33777,Office,1592914.0,148728.5,1444185.5,914832.0,57270220.0,490.995,0.91,0.09,11
660,NonResidential,1.0,6.0,47.61077,-122.3361,Office,97720.0,0.0,97720.0,51733.0,2547125.625,17.759999999999998,1.0,0.0,90
661,NonResidential,1.0,10.0,47.61002,-122.32222,Santé,422503.0,206580.0,215923.0,197408.0,17563234.0,212.89499999999998,0.51,0.49,31
671,NonResidential,1.0,7.0,47.60649,-122.31121,Santé,94500.0,0.0,94500.0,104119.5,5901666.5,41.14,1.0,0.0,29
673,NonResidential,1.0,1.0,47.53655,-122.36377,Commerce,94713.0,0.0,94713.0,109758.0,5324075.5,89.46000000000001,1.0,0.0,11
674,NonResidential,1.0,9.0,47.60707,-122.3288,Santé,302902.0,101342.0,201560.0,201365.0,14487578.0,126.75,0.67,0.33,8
675,NonResidential,1.0,15.0,47.60395194,-122.3240621,Santé,434475.0,250000.0,184475.0,434475.0,55030192.0,1891.47,0.42,0.58,7
677,NonResidential,1.0,19.0,47.60883,-122.32494,Santé,319911.0,156407.0,163504.0,170727.0,14948875.5,345.345,0.51,0.49,43
678,NonResidential,1.0,6.0,47.60353,-122.33558,Office,205521.0,0.0,205521.0,114919.0,8254992.25,282.59000000000003,1.0,0.0,116
679,NonResidential,1.0,6.0,47.60197,-122.33437,Office,56700.0,0.0,56700.0,46000.0,3250993.25,22.66,1.0,0.0,116
680,NonResidential,1.0,4.0,47.59554,-122.32471,Office,72000.0,0.0,72000.0,72000.0,2556121.375,22.259999999999998,1.0,0.0,91
681,NonResidential,1.0,4.0,47.63347,-122.34078,Office,191146.0,94892.0,96254.0,103000.0,5067150.25,35.325,0.5,0.5,16
682,NonResidential,1.0,3.0,47.56797,-122.36711,Loisirs,68763.0,11527.0,57236.0,50000.0,7600379.5,243.39,0.83,0.17,15
683,NonResidential,3.0,1.0,47.56961,-122.28881,Commerce,102133.0,0.0,102133.0,107427.0,20897859.0,538.4100000000001,1.0,0.0,22
685,NonResidential,1.0,14.0,47.61567,-122.33503,Office,362046.0,62253.0,299793.0,233653.5,16769184.5,122.98500000000001,0.83,0.17,8
689,NonResidential,3.0,2.0,47.62476,-122.35521,Lifestyle Center,110668.0,0.0,110668.0,81385.0,13282811.5,281.61,1.0,0.0,22
690,NonResidential,1.0,23.0,47.6115,-122.33278,Office,538933.0,42330.0,496603.0,361949.5,15506193.0,108.1,0.92,0.08,15
692,NonResidential,1.0,6.0,47.61234,-122.34897,Parking,275982.0,197130.0,78852.0,197040.0,5443604.75,37.95,0.29,0.71,33
693,NonResidential,1.0,5.0,47.62497,-122.35965,Office,98668.0,0.0,98668.0,98668.0,4588520.0,31.985,1.0,0.0,34
694,NonResidential,1.0,1.0,47.57639,-122.32072,Office,158931.0,28381.0,130550.0,80157.0,8164713.5,86.995,0.82,0.18,9
696,NonResidential,1.0,1.0,47.65692,-122.37059,Office,105100.0,0.0,105100.0,105100.0,21955184.0,354.365,1.0,0.0,38
700,NonResidential,1.0,1.0,47.63718,-122.37734,Commerce,57176.0,0.0,57176.0,49750.0,12281483.0,156.765,1.0,0.0,8
701,NonResidential,1.0,1.0,47.63284,-122.37712,Commerce,50660.0,0.0,50660.0,50660.0,2528165.5,53.465,1.0,0.0,38
702,NonResidential,1.0,2.0,47.63156,-122.37551,Office,61929.0,0.0,61929.0,39879.0,2176781.25,52.495,1.0,0.0,79
703,NonResidential,1.0,4.0,47.62302,-122.36476,Office,165111.0,55000.0,110111.0,104667.0,24221619.0,168.86,0.67,0.33,16
704,NonResidential,1.0,4.0,47.62235,-122.36378,Office,129551.0,42500.0,87051.0,81470.5,26450953.0,184.4,0.67,0.33,16
705,NonResidential,1.0,5.0,47.62175,-122.36313,Office,161178.5,55971.0,105207.5,98433.0,7753541.25,54.05,0.65,0.35,16
706,NonResidential,1.0,5.0,47.62101,-122.36188,Office,183964.0,46763.0,137201.0,133451.0,15044493.5,104.88,0.75,0.25,8
707,NonResidential,1.0,5.0,47.61891,-122.35958,Office,208210.0,78848.0,129362.0,109978.0,5484395.25,126.945,0.62,0.38,30
708,NonResidential,1.0,7.0,47.61813,-122.35833,Office,277486.0,80283.0,197203.0,179846.5,12830430.0,89.445,0.71,0.29,30
709,NonResidential,1.0,3.0,47.614,-122.35375,Office,187130.0,0.0,187130.0,171783.0,9866829.0,68.785,1.0,0.0,23
710,NonResidential,1.0,5.0,47.61287,-122.35022,Office,251044.0,117867.0,133177.0,126218.0,17253696.0,120.28,0.53,0.47,16
711,NonResidential,1.0,5.0,47.60703,-122.34038,Non-Refrigerated Warehouse,154330.0,0.0,154330.0,95330.0,1256452.125,8.760000000000002,1.0,0.0,104
712,NonResidential,1.0,6.0,47.60604,-122.33948,Office,108245.0,14690.0,93555.0,64055.0,4808498.75,53.6,0.86,0.14,98
713,NonResidential,1.0,6.0,47.6047,-122.33739,Office,167860.0,0.0,167860.0,110694.5,6626558.5,46.195,1.0,0.0,111
714,NonResidential,1.0,5.0,47.60373017,-122.3373671,Office,192960.0,32160.0,160800.0,135173.0,6669954.0,260.94,0.83,0.17,104
715,NonResidential,1.0,6.0,47.60247,-122.33621,Office,112560.0,0.0,112560.0,80400.0,4657455.75,82.025,1.0,0.0,106
716,NonResidential,1.0,6.0,47.60223,-122.33602,Other,86204.0,0.0,86204.0,67670.0,3203513.0,70.025,1.0,0.0,106
717,Nonresidential COS,1.0,2.0,47.5829,-122.32417,Non-Refrigerated Warehouse,145158.0,0.0,145158.0,101633.0,8537983.5,132.64,1.0,0.0,31
718,NonResidential,1.0,2.0,47.58716,-122.32214,Office,112896.0,0.0,112896.0,110746.0,9708126.5,132.66,1.0,0.0,65
719,NonResidential,1.0,1.0,47.58685,-122.32501,Distribution Center,110613.0,0.0,110613.0,99551.0,1019239.094,7.105,1.0,0.0,56
720,NonResidential,1.0,4.0,47.58553,-122.32511,Non-Refrigerated Warehouse,149881.0,0.0,149881.0,119593.0,2587494.625,88.89,1.0,0.0,65
722,NonResidential,1.0,3.0,47.58042,-122.32552,Non-Refrigerated Warehouse,98220.0,0.0,98220.0,129420.0,6526015.0,82.35,1.0,0.0,65
723,NonResidential,1.0,1.0,47.58096,-122.32313,Distribution Center,84420.0,0.0,84420.0,44300.0,2905396.625,20.255,1.0,0.0,46
725,NonResidential,1.0,1.0,47.57055,-122.3267,Distribution Center,73335.0,0.0,73335.0,73335.0,4302809.0,117.11000000000001,1.0,0.0,55
727,NonResidential,1.0,2.0,47.5794,-122.32848,Distribution Center,56876.0,0.0,56876.0,48400.0,2001012.8125,50.215,1.0,0.0,88
728,NonResidential,1.0,2.0,47.58241,-122.32866,Non-Refrigerated Warehouse,61200.0,0.0,61200.0,61200.0,5180415.0,187.64499999999998,1.0,0.0,85
729,NonResidential,1.0,1.0,47.58772,-122.32686,Distribution Center,111908.0,0.0,111908.0,109090.0,1905223.125,39.1,1.0,0.0,29
730,NonResidential,3.0,2.0,47.5908,-122.32828,Office,63644.0,0.0,63644.0,65700.0,7057687.75,164.4,1.0,0.0,30
731,NonResidential,3.0,2.0,47.59439,-122.32839,Non-Refrigerated Warehouse,108753.0,18860.0,89893.0,58605.0,3650032.625,25.445,0.83,0.17,86
732,NonResidential,1.0,1.0,47.69197,-122.35877,Commerce,141890.0,35545.0,106345.0,168853.5,16987515.0,294.245,0.75,0.25,46
734,NonResidential,1.0,4.0,47.6633,-122.37549,Office,92092.0,21055.0,71037.0,70074.0,4748030.5,33.099999999999994,0.77,0.23,15
735,NonResidential,1.0,3.0,47.6592,-122.38437,Non-Refrigerated Warehouse,56259.0,0.0,56259.0,31582.0,2275403.25,82.64500000000001,1.0,0.0,42
738,NonResidential,1.0,6.0,47.65529,-122.32133,Other,143439.0,0.0,143439.0,119570.0,25484922.0,724.34,1.0,0.0,10
739,NonResidential,1.0,4.0,47.64912,-122.34823,Office,202623.0,88855.0,113768.0,105206.0,8830419.0,61.56,0.56,0.44,8
740,NonResidential,1.0,2.0,47.64932,-122.35187,Office,77174.0,25800.0,51374.0,77174.0,9092781.5,90.75500000000001,0.67,0.33,16
741,NonResidential,1.0,5.0,47.62817,-122.34212,Office,110524.0,0.0,110524.0,98723.5,7305940.0,50.935,1.0,0.0,18
742,NonResidential,1.0,5.0,47.6289,-122.32877,Parking,287224.0,103650.0,183574.0,97500.0,20517169.0,301.67,0.64,0.36,8
743,NonResidential,1.0,4.0,47.63079,-122.32693,Laboratory,115748.0,18382.0,97366.0,97365.0,36856654.0,1155.345,0.84,0.16,17
744,NonResidential,1.0,7.0,47.62225,-122.35915,Office,241875.0,84689.0,157186.0,163082.0,8412075.5,65.56,0.65,0.35,16
745,NonResidential,1.0,5.0,47.61949,-122.35639,Office,102930.0,18720.0,84210.0,89075.0,4703788.0,62.525000000000006,0.82,0.18,42
748,NonResidential,1.0,3.0,47.61472,-122.35566,Office,76893.0,0.0,76893.0,90345.0,12108415.5,261.49,1.0,0.0,114
749,NonResidential,1.0,8.0,47.61732,-122.34791,Office,150000.0,23630.0,126370.0,127503.5,9215900.5,107.86500000000001,0.84,0.16,41
750,NonResidential,1.0,7.0,47.61628,-122.33391,Office,274362.0,0.0,274362.0,274362.0,16540550.0,147.82,1.0,0.0,63
751,NonResidential,1.0,15.0,47.61599,-122.34165,Office,378002.0,116280.0,261722.0,270237.0,17661651.0,242.72000000000003,0.69,0.31,33
752,NonResidential,1.0,11.0,47.61481,-122.33969,Office,169020.0,0.0,169020.0,156414.0,10795660.5,334.70500000000004,1.0,0.0,53
753,NonResidential,1.0,33.0,47.61438,-122.33871,Data Center,429405.0,0.0,429405.0,218997.0,279774688.0,1957.3899999999999,1.0,0.0,35
754,NonResidential,1.0,19.0,47.61418,-122.33485,Office,383515.0,89778.0,293737.0,312442.0,15715441.0,109.56,0.77,0.23,35
755,NonResidential,1.0,18.0,47.6129,-122.33684,Santé,363934.0,28870.0,335064.0,281598.0,22667398.0,595.405,0.92,0.08,91
756,NonResidential,1.0,4.0,47.61203,-122.33486,Commerce,78920.0,0.0,78920.0,78920.0,9408741.75,126.69,1.0,0.0,87
757,NonResidential,1.0,7.0,47.61051,-122.34439,Office,131143.0,87160.0,43983.0,120269.0,5232787.25,89.435,0.34,0.66,37
758,NonResidential,1.0,0.0,47.61289,-122.33531,Commerce,947987.0,220092.5,727894.5,561684.0,47327092.0,329.94,0.77,0.23,17
759,NonResidential,1.0,4.0,47.61505,-122.32,Office,55520.0,0.0,55520.0,17120.0,3541306.625,145.8,1.0,0.0,108
760,NonResidential,1.0,10.0,47.61036,-122.34037,Office,132998.0,0.0,132998.0,111494.0,4491268.25,143.46,1.0,0.0,108
761,NonResidential,1.0,3.0,47.60956,-122.33715,Commerce,83118.0,0.0,83118.0,45000.0,2543544.75,27.740000000000002,1.0,0.0,76
762,NonResidential,1.0,3.0,47.60925,-122.33734,Commerce,77555.0,0.0,77555.0,73563.0,7933082.25,62.89,1.0,0.0,92
763,NonResidential,1.0,6.0,47.60765,-122.34097,Office,51218.0,0.0,51218.0,44913.0,2755720.75,19.21,1.0,0.0,107
764,NonResidential,1.0,29.0,47.60765,-122.3348,Office,489182.0,0.0,489182.0,371450.0,34380212.0,326.07,1.0,0.0,46
765,NonResidential,1.0,27.0,47.60769,-122.33544,Office,216571.0,13320.0,203251.0,182604.0,8123053.0,319.86,0.94,0.06,87
766,NonResidential,1.0,13.0,47.60741,-122.33565,Office,189175.0,0.0,189175.0,151740.0,19027589.0,132.65,1.0,0.0,95
767,NonResidential,1.0,13.0,47.60582,-122.33464,Office,293803.0,74481.0,219322.0,145491.0,17059492.0,118.93,0.75,0.25,18
768,NonResidential,1.0,7.0,47.60576,-122.33922,Office,122356.0,0.0,122356.0,95942.0,5601642.75,45.97,1.0,0.0,106
769,NonResidential,1.0,3.0,47.60366,-122.33328,Office,52298.0,0.0,52298.0,50250.0,1979702.0625,13.8,1.0,0.0,95
771,NonResidential,1.0,17.0,47.60304,-122.33362,Office,116640.0,0.0,116640.0,82053.0,6778046.75,166.085,1.0,0.0,105
772,NonResidential,1.0,42.0,47.60573,-122.33028,Office,1249055.0,201121.0,1047934.0,983697.0,39899790.0,271.38,0.84,0.16,35
774,NonResidential,1.0,22.0,47.60411,-122.33225,Office,227556.0,98556.0,129000.0,178278.0,8347697.0,58.195,0.57,0.43,46
775,NonResidential,1.0,76.0,47.60454,-122.33072,Office,1952220.0,319400.0,1632820.0,1680937.0,93748864.0,858.76,0.84,0.16,31
776,NonResidential,1.0,5.0,47.60663,-122.32157,Santé,188339.0,99314.0,89025.0,81873.0,8577519.0,90.81,0.47,0.53,28
777,NonResidential,1.0,2.0,47.6094,-122.31506,Education,60122.0,0.0,60122.0,60122.0,621629.25,6.58,1.0,0.0,100
778,NonResidential,1.0,6.0,47.5981,-122.33369,Office,95000.0,13700.0,81300.0,84481.0,4080621.5,35.435,0.86,0.14,106
779,NonResidential,1.0,9.0,47.6029,-122.32927,Office,224857.0,0.0,224857.0,204993.0,15154554.0,392.69,1.0,0.0,45
780,NonResidential,1.0,8.0,47.59878,-122.33088,Office,446261.0,124788.0,321473.0,343400.0,13755606.0,95.89500000000001,0.72,0.28,18
782,NonResidential,1.0,2.0,47.59273,-122.33455,Other,58492.0,0.0,58492.0,58500.0,1680719.75,55.035,1.0,0.0,77
783,NonResidential,1.0,6.0,47.58958,-122.33369,Office,62370.0,0.0,62370.0,49473.0,4344101.5,30.285,1.0,0.0,109
784,NonResidential,1.0,1.0,47.58454,-122.3269,Non-Refrigerated Warehouse,73296.0,0.0,73296.0,77800.0,2310931.875,70.175,1.0,0.0,56
785,Nonresidential COS,1.0,4.0,47.5829,-122.32417,Other,100598.5,0.0,100598.5,50036.0,14411131.0,179.05,1.0,0.0,72
786,NonResidential,1.0,1.0,47.58251,-122.32528,Other,66133.0,0.0,66133.0,60787.0,5911289.75,73.37,1.0,0.0,31
787,NonResidential,1.0,2.0,47.57613,-122.33864,Non-Refrigerated Warehouse,115668.0,0.0,115668.0,101752.0,3283940.375,96.25,1.0,0.0,64
791,NonResidential,1.0,1.0,47.56301,-122.32564,Other,141686.0,0.0,141686.0,152511.0,6737880.0,46.97,1.0,0.0,46
792,NonResidential,1.0,1.0,47.55695,-122.33176,Office,93610.0,0.0,93610.0,101278.0,6169415.0,142.91,1.0,0.0,66
793,NonResidential,1.0,2.0,47.55238,-122.32762,Office,156188.0,0.0,156188.0,141917.0,6538891.0,57.715,1.0,0.0,43
794,NonResidential,1.0,1.0,47.54923,-122.32446,Non-Refrigerated Warehouse,110260.0,0.0,110260.0,56900.0,1874372.625,13.07,1.0,0.0,50
796,NonResidential,1.0,5.0,47.54699,-122.32882,Office,238148.0,0.0,238148.0,241694.0,11066318.0,77.14500000000001,1.0,0.0,41
797,NonResidential,1.0,1.0,47.54326,-122.33134,Distribution Center,71718.0,0.0,71718.0,71718.0,122778.14845,0.855,1.0,0.0,47
798,NonResidential,1.0,1.0,47.53628,-122.3329,Non-Refrigerated Warehouse,55450.0,0.0,55450.0,34206.0,4296577.5,124.695,1.0,0.0,47
799,NonResidential,1.0,1.0,47.52549,-122.33064,Distribution Center,54880.0,0.0,54880.0,55000.0,2634434.0,83.84,1.0,0.0,37
800,NonResidential,1.0,1.0,47.52222,-122.36892,Commerce,107945.0,0.0,107945.0,99471.0,7314412.5,156.755,1.0,0.0,24
801,NonResidential,1.0,6.0,47.66478,-122.29804,Parking,361398.0,272900.0,88498.0,232685.0,8943724.5,116.62,0.24,0.76,14
802,NonResidential,1.0,1.0,47.57903,-122.29982,Commerce,50785.0,0.0,50785.0,27382.0,7291873.5,185.2,1.0,0.0,53
803,NonResidential,1.0,3.0,47.54103,-122.33766,Office,85126.0,0.0,85126.0,81526.0,19985481.0,108.2,1.0,0.0,87
804,NonResidential,1.0,5.0,47.70911,-122.32529,Parking,303255.0,19820.0,283435.0,321828.0,11449490.5,110.84,0.93,0.07,16
805,NonResidential,1.0,1.0,47.56613,-122.33838,Distribution Center,411584.0,0.0,411584.0,288048.0,14435757.5,423.605,1.0,0.0,30
806,NonResidential,1.0,4.0,47.59937,-122.33116,Non-Refrigerated Warehouse,73320.0,0.0,73320.0,27283.0,1091246.875,27.785,1.0,0.0,114
807,NonResidential,1.0,4.0,47.6252,-122.36737,Office,242686.0,100176.0,142510.0,149081.0,9445732.0,65.85,0.59,0.41,8
809,NonResidential,1.0,6.0,47.5992,-122.33223,Office,95760.0,15840.0,79920.0,95760.0,5461748.75,74.11,0.83,0.17,116
811,NonResidential,1.0,1.0,47.56733,-122.3352,Non-Refrigerated Warehouse,179413.0,0.0,179413.0,178087.0,2875112.0,20.045,1.0,0.0,70
812,NonResidential,1.0,1.0,47.57513,-122.33739,Non-Refrigerated Warehouse,65288.0,0.0,65288.0,60000.0,617503.59375,4.305,1.0,0.0,99
813,NonResidential,1.0,1.0,47.5725,-122.3571,Non-Refrigerated Warehouse,170632.0,0.0,170632.0,164806.0,634318.5,4.425000000000001,1.0,0.0,50
814,NonResidential,1.0,10.0,47.63264,-122.34171,Office,381511.0,0.0,381511.0,220033.0,11612044.5,105.765,1.0,0.0,22
